0.2293, -0.0739, 0.0461, 0.1120, 0.1434, -0.1635, -0.0594, 0.2030, 0.0685, 0.0490, -0.0338, -0.3115, 0.2335, -0.2730, -0.0768, -0.0685
0.0970, 0.1614, -0.0124, -0.1060, -0.0004, 0.1043, -0.1616, -0.1954, 0.0976, -0.1879, -0.1652, 0.1861, -0.1434, -0.2266, 0.2122, -0.1406
0.0545, 0.2838, -0.0607, 0.2715, 0.2378, 0.2344, 0.0368, -0.0729, 0.1180, -0.2107, -0.1883, -0.1593, 0.1463, -0.0077, 0.1997, 0.1258
-0.0273, 0.1013, -0.2232, -0.2839, -0.2443, 0.0964, 0.2701, -0.1106, 0.1803, -0.1358, 0.0374, 0.0390, -0.1129, -0.0785, 0.0785, 0.0189
0.0892, 0.3036, -0.0547, 0.3007, 0.3601, -0.0035, -0.3744, 0.1739, -0.3288, -0.0318, -0.3380, -0.3329, 0.2109, -0.1961, -0.0789, -0.0402
0.0493, -0.0089, 0.1287, -0.1400, 0.1899, -0.2259, 0.2635, 0.1487, -0.1849, 0.0154, -0.1018, 0.2840, -0.0488, 0.1812, 0.1800, -0.1551
0.1695, -0.2023, -0.0479, -0.0807, -0.2164, -0.2172, -0.2571, -0.1748, -0.1583, -0.1019, 0.1184, -0.0573, -0.2315, -0.2027, 0.1969, -0.2615
-0.2071, -0.3069, 0.0514, 0.0843, -0.0621, -0.2109, 0.0211, -0.0706, 0.1899, 0.0897, -0.0292, 0.0957, -0.0752, 0.0894, 0.0249, -0.0108
-0.0094, -0.0069, 0.2962, -0.0608, -0.2476, -0.3605, 0.1090, 0.2857, 0.2815, -0.0110, 0.3783, 0.0496, -0.5555, 0.0403, -0.1704, 0.2104
0.1009, -0.1080, 0.0035, 0.1715, -0.1092, -0.0989, -0.0518, 0.1673, -0.0544, -0.0706, 0.2410, 0.0423, -0.1046, 0.1452, 0.1972, 0.1869
-0.1107, -0.0499, 0.0414, 0.2639, -0.0051, -0.1692, 0.0855, 0.3180, 0.1234, 0.0663, 0.5901, 0.0628, -0.3324, 0.1027, -0.2562, 0.2818
0.0258, 0.0050, -0.1789, 0.1205, 0.1400, -0.0810, 0.2067, 0.1142, 0.0985, 0.1956, -0.3972, -0.1568, 0.4447, -0.2087, -0.0548, -0.2630
-0.2663, 0.1524, 0.4297, 0.1619, 0.0366, -0.3495, 0.2722, 0.0973, -0.1410, -0.2178, 0.4709, 0.2256, -0.3682, 0.0099, -0.0949, 0.0132
0.0840, -0.0500, -0.3302, -0.1690, 0.0188, -0.2312, 0.1488, -0.0018, -0.0351, 0.0497, -0.0028, -0.1896, -0.0738, 0.0975, -0.0137, -0.0220
0.1114, 0.0865, 0.4097, -0.0533, -0.2554, -0.0591, 0.0736, 0.3936, 0.2137, 0.0281, 0.4921, 0.1014, -0.2929, -0.2174, -0.1389, -0.0468
0.1694, -0.0944, -0.4447, -0.1698, 0.2085, 0.2462, 0.0810, -0.1004, -0.2374, -0.0489, -0.5923, -0.0649, 0.4859, -0.1575, -0.0110, -0.0127
