-0.0737, 0.2618, -0.5639, 0.1605, -0.2720, -0.0782, -0.0963, 0.1420, -0.0307, 0.0485, -0.1297, -0.3441, -0.0544, -0.0743, -0.4409, 0.5134
-0.3356, 0.0433, 0.0129, -0.0543, -0.0843, 0.1733, -0.1152, -0.0455, -0.1137, 0.1133, 0.0445, -0.2250, 0.1698, 0.0508, 1.3728, 0.0766
0.2073, 0.0390, -0.4135, -0.1750, -0.3168, 0.0768, -0.0693, -0.1636, -0.0453, 0.1621, -0.0861, 0.0489, -0.0430, 0.0224, 1.2300, -0.1641
-0.1499, -0.0864, 0.0764, 0.3459, -0.0214, -0.3680, 0.0611, 0.1268, 0.2306, -0.2245, -0.1087, 0.0638, -0.1617, -0.1954, 0.3808, 0.1075
-0.0851, -0.0622, -0.0043, 0.3796, 0.3123, 0.0905, -0.0839, -0.1443, 0.1969, 0.1090, 0.0139, -0.1203, 0.0196, 0.2644, 0.8061, 0.0670
0.0642, -0.0012, -0.4734, -0.1581, -0.3689, 0.3126, 0.1821, 0.0328, -0.1471, 0.0879, -0.0404, 0.1090, -0.1256, -0.0278, 1.0546, 0.3138
0.2213, 0.3288, 0.0657, -0.6179, 0.0114, -0.2386, -0.0842, -0.0500, -0.0072, 0.1325, 0.3781, -0.1225, 0.2731, -0.2464, 0.2029, -0.1571
0.1657, 0.0680, -0.4485, 0.1423, -0.1152, 0.2396, -0.1312, 0.0241, 0.1965, -0.1220, 0.2698, -0.0861, 0.1396, 0.0941, 0.4985, 0.4091
-0.1993, -0.0147, 0.0639, -0.6454, -0.0992, -0.0209, 0.0513, 0.0813, -0.0348, -0.1950, 0.0070, -0.0833, 0.0278, 0.2019, -0.0645, -0.3744
-0.1808, -0.0247, -0.6872, -0.7192, -0.4110, 0.0027, 0.0002, 0.1004, 0.0785, 0.0724, -0.0357, -0.0628, -0.2021, 0.0161, 0.0267, 0.3097
-0.5435, 0.0981, 0.3535, 0.3952, -0.1339, 0.2240, 0.0463, 0.1050, -0.1369, 0.1146, -0.0758, 0.3509, -0.2603, -0.0193, -0.1563, -0.1300
0.0723, 0.0886, 0.1961, 0.0066, 0.2473, -0.2330, -0.1517, -0.0569, -0.1027, 0.1245, -0.0345, -0.1945, -0.2679, -0.2048, 0.7369, -0.0595
-0.2125, -0.2000, -0.2258, -0.0285, 0.1130, 0.0703, -0.0840, -0.1745, 0.0635, -0.0654, -0.0023, -0.1393, 0.0560, -0.0907, -0.4721, 0.4128
-0.4661, -0.2340, 0.0785, -0.5948, 0.0455, 0.0257, 0.1981, -0.1175, 0.0874, 0.0117, -0.0294, -0.0687, 0.2381, -0.0885, 0.4488, -0.5768
-0.2691, -0.3769, 0.0552, -0.3801, -0.1185, 0.0624, -0.1920, 0.1299, 0.0096, -0.0955, 0.2292, 0.0915, -0.2135, 0.1423, -0.2912, -0.0463
-0.0386, -0.1083, -0.1483, 0.4168, -0.4598, -0.1992, 0.2167, 0.1062, 0.1768, -0.0772, 0.2948, -0.1092, 0.0980, 0.0372, 0.6045, -0.0529
