-0.0364, 0.0448, 0.1208, -0.3477, -1.1476, -0.1519, 0.5460, 0.2453, 0.2952, -0.4293, 0.2856, -0.2381, 0.3174, -0.4344, 0.2169, 0.1203, 0.0510, -0.0729, 0.2018, -0.4843, -0.4600, 0.1217, -0.0167, -0.7296, 0.2859, 0.2242, 0.3052, 0.1939, -0.3910, 0.4011, 0.2696, -0.0583
-0.0381, -0.2884, -0.1500, 0.1824, 0.1066, -0.3719, 0.0659, 0.4677, -0.0703, 0.0280, -0.0739, 0.4338, 0.5363, 0.1924, 0.2177, -0.2867, 0.4968, 0.2320, 0.1637, -0.0819, 0.2678, -0.1431, -0.2643, -0.0160, 0.2204, 0.6353, 1.0853, -0.1336, -0.1377, 0.5019, -0.5722, -0.3088
-0.0165, -0.1325, -0.0502, 0.1334, 0.5110, -0.2643, 0.0016, 0.1729, 0.1255, 0.0396, 0.2466, 0.4287, 0.1871, 0.2835, 0.0481, -0.2284, 0.0566, 0.2249, -0.2027, 0.1041, 0.4071, -0.1597, 0.1310, 0.2718, -0.0924, 0.5190, 0.3630, -0.4426, 0.3431, 0.2771, 0.0881, -0.3614
-0.0794, -0.1309, 0.1115, -0.3888, -0.4478, -0.1570, 0.2122, 0.1795, -0.0803, -0.6480, -0.1368, -0.0649, 0.5191, -0.2816, 0.0239, -0.0160, 0.4859, -0.2287, -0.0555, -0.4038, -0.0836, -0.0831, -0.0541, -0.3461, -0.1042, 0.3750, 0.7625, 0.1602, -0.4472, 0.4399, -0.2930, -0.0490
-0.1068, 0.0577, 0.0478, 0.0437, -0.2382, 0.1350, -0.0199, -0.4630, 0.3007, 0.0201, 0.1367, -0.4338, -0.6822, -0.2591, -0.0848, 0.2313, -0.2740, -0.0300, -0.0102, 0.0159, -0.2584, -0.0504, 0.3809, -0.3194, -0.1042, -0.6496, -1.0726, 0.3586, 0.1251, -0.6201, 0.9253, 0.2372
0.1529, 0.1718, 0.1018, -0.2041, -0.1867, 0.3053, -0.2701, -0.2454, 0.0023, -0.1285, 0.0634, -0.3425, -0.1703, -0.1895, -0.2075, 0.2954, -0.3411, -0.0196, -0.0570, -0.0742, -0.1457, 0.2829, 0.2499, -0.2660, -0.0345, -0.5516, -0.7733, 0.5480, -0.3422, -0.4473, 0.1598, 0.2989
0.0098, -0.1014, 0.0832, 0.0934, -0.0638, 0.0369, -0.3843, 0.0967, 0.0133, 0.4406, 0.3166, 0.1197, 0.0701, 0.0851, -0.2624, -0.1065, 0.2976, 0.1555, -0.2587, 0.2575, 0.1402, -0.3904, 0.4371, 0.1268, -0.1714, 0.1777, -0.6559, -0.2079, 0.3875, 0.2624, 0.6042, -0.1276
0.0068, -0.0249, 0.1294, 0.0520, 0.0520, -0.0503, -0.1696, -0.0413, 0.2789, 0.2202, 0.3460, 0.2565, -0.4211, 0.0065, 0.1869, -0.2226, -0.1536, 0.2741, 0.2256, 0.0932, 0.1126, -0.3974, 0.3695, -0.1909, 0.0486, 0.1572, 0.0451, -0.4422, 0.1728, 0.0086, 0.2392, -0.3898
0.0848, -0.3109, 0.0287, -0.0012, 0.0879, -0.0704, -0.1229, 0.0607, -0.5809, 0.1654, -0.5272, 0.0064, 0.7250, -0.0579, -0.0607, -0.1999, 0.5535, -0.1358, -0.3332, 0.0225, 0.1825, 0.0470, -0.2347, 0.2721, -0.2767, 0.1735, 0.3715, -0.2261, -0.2748, 0.5334, -0.3326, -0.2492
0.1513, 0.1970, 0.0723, -0.1902, -0.2176, 0.0955, 0.4277, -0.2527, 0.0668, -0.2611, -0.1017, -0.1462, -0.0107, -0.1346, 0.2235, 0.3120, -0.1783, 0.1426, -0.0022, -0.0555, -0.3405, 0.1785, 0.1966, -0.2680, 0.2229, -0.2936, -0.6516, 0.4535, -0.2889, -0.0691, -0.0991, 0.3528
-0.1920, 0.3320, 0.0854, 0.3494, 0.6766, 0.0900, 0.2422, -0.3847, 0.0699, 0.0433, -0.2847, -0.0433, -0.2624, 0.2344, 0.0957, -0.2655, -0.4082, 0.3838, 0.3396, -0.0436, -0.0214, 0.2660, -0.0224, 0.3981, 0.0793, -0.5167, 0.1826, 0.0845, 0.2169, -0.5643, -0.6290, -0.0201
-0.2194, -0.0103, -0.0507, 0.2147, 0.2022, -0.2831, 0.4196, 0.0728, -0.2541, -0.2026, -0.1134, 0.0233, -0.1413, 0.0658, 0.2284, -0.1526, -0.1601, 0.2875, 0.1671, 0.1351, -0.0457, 0.2985, -0.2778, 0.1788, 0.1738, -0.1143, 0.9379, -0.1781, -0.1614, 0.0133, -1.0420, -0.0687
-0.0189, 0.2880, -0.1223, 0.5279, 1.0125, -0.0627, 0.1518, -0.3360, -0.0182, 0.2798, -0.1559, 0.2079, -0.2806, 0.0843, 0.3146, -0.0673, -0.3416, 0.1936, 0.3216, 0.1262, 0.1951, 0.1270, -0.0034, 0.5307, 0.2443, -0.3100, 0.3975, 0.0199, 0.1815, -0.5285, -0.8287, -0.0387
-0.1570, 0.1112, -0.0836, 0.1209, 0.6846, -0.2329, -0.0562, 0.0937, 0.4194, 0.3007, 0.2049, 0.0879, -0.2213, -0.0161, -0.0055, -0.0517, -0.1225, 0.3742, 0.2241, 0.3920, 0.0782, -0.1072, -0.1202, 0.3002, 0.0425, -0.1340, 0.2428, -0.3414, 0.4952, -0.3969, -0.1842, -0.0734
0.0895, -0.0947, 0.0813, -0.2106, -0.8377, 0.0545, 0.4415, 0.1247, 0.4305, -0.5162, 0.3796, -0.3282, 0.0986, -0.4934, 0.1737, 0.2491, 0.0777, -0.2055, 0.5160, -0.1538, -0.3943, 0.1462, -0.0469, -0.7960, 0.1441, 0.1578, 0.0556, 0.1850, -0.4587, 0.2609, 0.1089, 0.0336
-0.0197, 0.1454, 0.0863, -0.1088, 0.0958, 0.1767, 0.0400, 0.0520, -0.4583, -0.0570, -0.3801, -0.1067, 0.6927, 0.0373, -0.1067, -0.0840, 0.4344, -0.2549, -0.3243, 0.0390, 0.2158, 0.2783, -0.3732, 0.0069, -0.1551, -0.0529, 0.1915, 0.3480, -0.6568, 0.6237, -0.5516, -0.0806
