0.2434, 0.1988, -0.4160, 0.0202, -0.1414, -0.2777, 0.1768, 0.1688, 0.3391, 0.9515, 0.3773, -0.1236, -0.1907, -0.0662, -0.3664, 0.0521
0.0116, -0.1707, -0.2122, 0.2903, 0.1769, 0.0358, 0.1618, -0.2409, -0.2782, 0.2703, -0.8357, 0.2050, 0.2367, -0.9946, -0.1044, 0.3643
0.3060, 0.3053, -0.5692, -0.1746, 0.0449, 0.5026, -0.1270, 0.2842, 0.2822, -0.1565, -0.6229, 0.0286, 0.1198, -0.8336, 0.0375, -0.0451
0.0565, -0.8018, -0.0445, 0.0184, -0.1110, 0.0358, 0.2110, 0.1812, -0.2318, -1.9087, 0.3442, -0.0303, -0.0921, 0.0392, 0.1753, -0.4402
-0.3087, -0.5311, 0.2496, 0.1659, 0.0618, -0.0088, 0.3713, -0.2623, 0.2822, -0.0516, 0.1650, 0.2787, 0.0604, 0.3113, 0.1472, 0.1400
0.0645, -1.5687, -0.3133, 0.2142, 0.3548, 0.1231, 0.1973, 0.1319, -0.2130, -0.4867, -0.5518, -0.1969, 0.1520, -0.4427, 0.1838, 0.0860
0.1096, -1.0749, -0.1729, 0.2138, 0.0738, 0.1533, 0.0775, -0.1693, 0.1356, 0.2263, -0.0106, 0.1225, 0.1293, 0.1016, 0.3326, -0.1778
0.0894, 0.3141, 0.2215, 0.0180, 0.3045, -0.2818, -0.2805, -0.4329, -0.0327, 0.4589, -0.1449, 0.2010, -0.1546, 0.2655, -0.0356, 0.1125
0.2091, 0.2141, -0.2620, -0.9958, 0.0979, -0.3515, -0.0877, 0.0809, 0.0130, 0.7137, 0.4134, 0.0693, 0.0756, 0.6513, -0.0133, 0.5161
0.0536, -0.0684, 0.3085, -0.2262, 0.2219, 0.1254, -0.1459, -0.3584, 0.3227, 0.9788, -0.0605, -0.1172, 0.2735, 0.0716, 0.1235, 0.3155
0.1702, 0.1103, -0.5014, 0.0139, 0.3704, 0.4135, -0.1134, -0.0458, -0.1370, -0.0222, -0.6900, -0.2503, 0.1578, -0.9925, -0.1635, 0.0991
-0.0460, -0.1094, -0.2055, -0.0857, -0.1216, -0.0091, -0.1842, -0.2330, -0.2366, -0.1411, -0.0914, 0.0322, 0.0610, 0.1495, -0.1648, 0.1600
0.1930, -0.1474, -0.2922, 0.1958, 0.1424, -0.0574, 0.2229, 0.2211, 0.1452, 0.2372, -1.0308, -0.3168, 0.2237, -1.0638, -0.1673, -0.2335
0.2435, 0.1699, -0.4665, 0.0847, 0.3200, 0.1849, -0.0577, -0.2011, 0.0122, -0.6243, -0.4916, -0.1586, -0.1353, -0.9350, 0.1556, 0.3595
0.3662, 0.0203, -0.1452, 0.1246, -0.0102, -0.2033, -0.0484, 0.1685, -0.4825, -0.7222, 0.0077, -0.0267, 0.2079, 0.0819, -0.0609, -0.4231
0.0064, -0.1152, -0.2520, 0.4201, 0.1650, 0.4028, -0.3162, 0.2552, 0.1185, -1.1671, -0.1985, -0.1807, 0.1776, -0.4274, 0.7400, -0.1994
