0.3268, -0.0175, -0.1294, 0.0199, 0.3949, 0.1076, 0.0586, 0.0598, 0.3109, -0.4286, -0.7277, -0.2367, 0.3222, -0.5859, -0.0405, -0.5929
0.3270, 0.2554, -0.0942, -1.0847, 0.1262, -0.4672, -0.0571, -0.0690, 0.1296, 0.7100, 0.9858, -0.2441, -0.0705, 0.5421, -0.2496, 0.0171
0.0349, -0.1542, 0.0270, -0.0372, 0.1645, -0.0663, 0.2711, -0.2863, 0.1343, 1.4445, 0.1209, -0.1796, 0.1316, 0.0762, -0.1778, 0.2572
0.1579, 0.0719, -0.4668, 0.2539, 0.3356, 0.2591, 0.3528, 0.1590, 0.4459, -0.2792, -0.7486, -0.0165, 0.3782, -0.4631, -0.1657, -0.1894
-0.3089, -0.0326, 0.2089, 0.1464, 0.0453, 0.0095, 0.4713, -0.2015, 0.2826, 0.9996, 0.2034, -0.0474, -0.2496, 0.1234, 0.1106, -0.6551
-0.0752, -0.0436, 0.0063, 0.1343, 0.2157, 0.0169, -0.0724, -0.8113, 0.2653, -0.5175, 0.0763, 0.0900, 0.3282, -0.0589, 0.5429, -0.6429
-0.3855, -0.6529, 0.0952, -0.1883, 0.2125, 0.1328, 0.0564, 0.1745, -0.3743, -0.8771, 0.2433, 0.0266, -0.0719, 0.4553, 0.0549, 0.2432
0.2174, 0.1672, -0.6497, 0.0844, 0.3354, 0.2601, -0.0009, 0.1324, 0.0270, -0.0966, -0.5905, 0.0372, -0.0780, -1.0254, -0.0588, -0.0907
-0.1067, -1.2934, 0.0287, 0.2502, 0.2082, -0.1359, -0.1359, 0.3378, -0.4999, -1.1067, -0.1318, 0.0614, 0.1515, -0.0247, -0.2390, 0.0111
0.1823, -0.0032, 0.0793, -0.2651, -0.1453, -0.0448, 0.2490, -0.2262, 0.4075, 0.9188, 0.1461, -0.0347, 0.0651, 0.2133, -0.2884, 0.1498
-0.0073, -0.0628, -0.0757, 0.0127, -0.2139, -0.0288, -0.2599, -0.2682, -0.0305, 0.0348, -0.0019, -0.0923, -0.0577, -0.0710, -0.0527, -0.1616
-0.0719, 0.1430, 0.0460, 0.0047, -0.3631, 0.1289, 0.4367, -0.6256, -0.2734, 0.3398, -0.2827, -0.2379, -0.5614, -0.0722, -0.1406, 0.5334
0.2430, 0.3007, -0.7436, -1.6389, 0.3156, -0.7073, -0.0051, 0.2624, 0.5128, -0.1744, 0.5362, -0.1866, 0.0836, -0.1767, -0.3492, 0.1544
0.1933, -1.2647, -0.2220, 0.1559, 0.1951, 0.0888, 0.0538, -0.1127, 0.0387, -0.4899, -0.0599, -0.0822, -0.1100, -0.4154, -0.3913, 0.0729
-0.2657, -0.0097, 0.1781, 0.1691, 0.2480, 0.1735, -0.1522, -1.1034, 0.2761, -0.2478, -0.5234, 0.0430, 0.0783, 0.0811, 0.3215, 0.2084
0.1488, -1.2467, -0.2566, -0.0386, 0.1479, -0.1108, -0.0009, 0.1295, -0.8591, -0.5319, -0.0075, 0.0819, 0.1968, -0.3483, -0.2944, 0.0674
