0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.7838364,0.0006753446,0.054364048,0.18871263,-0.045523703,0.11111842,0.15653548,0.028449407,0.033472635,0.06855715,0.36278096,-0.053909793,0.30887017,-0.30377215,-0.03751206,-0.31050718,0.14584342,-0.2585113,0.040895,-0.043577395,0.0017242542,-0.19892418,-0.4505145,0.052686457,0.06109121,0.085712925,-0.07631485,-0.61169815,0.024077829,-0.0077313487,0.43695402,0.06784027
0.53957313,-0.05903596,-0.06414188,0.03659986,-0.027780624,0.12479431,-0.22832456,0.015634725,-0.01320038,0.051962655,0.21144593,0.21681263,-0.06264845,0.069879405,-0.03260356,-0.31911033,-0.25438672,-0.087705605,0.0361094,-0.0003856937,-0.05506893,-0.242438,0.27126977,0.064118214,0.002801981,0.047059342,-0.13440356,0.39270833,0.110590644,-0.06681485,0.32271397,0.011316738
-8.362478,-0.054855246,0.068165466,-0.07840316,-0.014033164,-0.28062427,0.11870609,-0.0100874575,0.07508392,-0.027391499,1.5614867,2.1337159,0.37591517,0.06162512,-0.011006547,0.2198116,-0.08361662,0.27095425,-0.1563838,-0.017523868,-0.04826222,0.6893388,0.048810758,-0.06284617,-0.0629985,-0.18152313,0.07312712,0.07424064,-0.3047164,0.012529951,-0.0046137767,0.05861589
3.520653,0.050766457,-0.03320643,-0.068370156,-0.041841548,-0.06383498,0.07536227,-0.031297144,0.00958808,-0.044616338,-0.04730234,-7.756386,0.24214475,0.09487355,0.06335072,0.3051976,-0.04351856,0.015827598,0.01890515,-0.047271576,-0.047922824,0.22430207,0.08638969,0.00198293,0.018410802,-0.10212163,0.04436456,0.20503895,-0.25091204,0.056415673,-0.20888962,-0.01949103
-0.6187638,0.044010438,-0.050231524,-0.48968428,-0.036136933,0.018036216,-0.015591348,-0.024191616,-0.029166387,0.08260452,-0.61832553,0.8996575,-0.5303393,0.32805315,-0.06167846,0.22934374,0.12897438,0.18708147,0.046376757,-0.06643805,-0.04621809,-0.16132005,-0.3883152,-0.026950901,-0.010644968,0.12376414,-0.19367474,-0.8620371,0.19111183,-0.05092557,-0.63629436,-0.03487818
